period,profit_center,company_code,gl_account,customers,arpu,revenue,new_logos,churned_customers
2023-03-01,PC10,1000,400000,720.8162254158563,865.1682607182099,623627.32,38.23045754677786,12.080527514036492
2023-03-01,PC10,2000,400000,393.172486590467,865.1682607182099,340160.36,20.852976843697014,6.589378644019904
2023-03-01,PC10,3000,400000,196.5862432952335,865.1682607182099,170080.18,10.426488421848507,3.294689322009952
2023-03-01,PC20,1000,400000,372.69124450107483,1162.560818445265,433276.24,11.450598027816298,6.758994885004558
2023-03-01,PC20,2000,400000,203.28613336422262,1162.560818445265,236332.49,6.245780742445253,3.6867244827297583
2023-03-01,PC20,3000,400000,101.64306668211131,1162.560818445265,118166.25,3.1228903712226264,1.8433622413648791
2023-03-01,PC40,1000,400200,164.39915855708043,2180.542211381186,358479.3,4.360516358351921,5.237713673375568
2023-03-01,PC40,2000,400200,89.67226830386204,2180.542211381186,195534.17,2.3784634681919568,2.856934730932128
2023-03-01,PC40,3000,400200,44.83613415193102,2180.542211381186,97767.08,1.1892317340959784,1.428467365466064
2023-03-01,PC30,1000,400100,,,111635.01,,
2023-03-01,PC30,2000,400100,,,60891.82,,
2023-03-01,PC30,3000,400100,,,30445.91,,
2023-04-01,PC10,1000,400000,732.7228299974615,868.5588695383765,636412.91,28.486207496410938,16.57960291480565
2023-04-01,PC10,2000,400000,399.6669981804335,868.5588695383765,347134.32,15.537931361678691,9.043419771712172
2023-04-01,PC10,3000,400000,199.83349909021675,868.5588695383765,173567.16,7.7689656808393455,4.521709885856086
2023-04-01,PC20,1000,400000,377.55577905513826,1159.857792580067,437911.01,13.238025304934245,8.373490750870792
2023-04-01,PC20,2000,400000,205.9395158482572,1159.857792580067,238860.55,7.220741075418679,4.5673585913840675
2023-04-01,PC20,3000,400000,102.9697579241286,1159.857792580067,119430.28,3.6103705377093394,2.2836792956920338
2023-04-01,PC40,1000,400200,166.89871529679152,2165.345759127423,361393.43,5.981774959054708,3.482218219343632
2023-04-01,PC40,2000,400200,91.03566288915901,2165.345759127423,197123.69,3.262786341302568,1.8993917560056173
2023-04-01,PC40,3000,400200,45.51783144457951,2165.345759127423,98561.84,1.631393170651284,0.9496958780028086
2023-04-01,PC30,1000,400100,,,121348.02,,
2023-04-01,PC30,2000,400100,,,66189.83,,
2023-04-01,PC30,3000,400100,,,33094.92,,
2023-05-01,PC10,1000,400000,753.4657428652758,871.4304209680389,656592.97,34.27095052807501,13.528037660260658
2023-05-01,PC10,2000,400000,410.98131429015046,871.4304209680389,358141.62,18.693245742586367,7.378929632869449
2023-05-01,PC10,3000,400000,205.49065714507523,871.4304209680389,179070.81,9.346622871293183,3.6894648164347243
2023-05-01,PC20,1000,400000,386.2446775956319,1160.647580055666,448293.95,14.565340555826493,5.876442015332783
2023-05-01,PC20,2000,400000,210.67891505216286,1160.647580055666,244523.97,7.944731212268995,3.2053320083633356
2023-05-01,PC20,3000,400000,105.33945752608143,1160.647580055666,122261.99,3.9723656061344976,1.6026660041816678
2023-05-01,PC40,1000,400200,166.1417759180333,2171.975419323004,360855.85,5.043967616749811,5.800906995508041
2023-05-01,PC40,2000,400200,90.6227868643818,2171.975419323004,196830.47,2.7512550636817146,3.164131088458931
2023-05-01,PC40,3000,400200,45.3113934321909,2171.975419323004,98415.23,1.3756275318408573,1.5820655442294655
2023-05-01,PC30,1000,400100,,,92318.16,,
2023-05-01,PC30,2000,400100,,,50355.36,,
2023-05-01,PC30,3000,400100,,,25177.68,,
2023-06-01,PC10,1000,400000,774.2138917345466,871.3768001097761,674632.02,33.52713721335466,12.778988344084002
2023-06-01,PC10,2000,400000,422.2984864006617,871.3768001097761,367981.1,18.28752938910254,6.9703572785912735
2023-06-01,PC10,3000,400000,211.14924320033086,871.3768001097761,183990.55,9.14376469455127,3.4851786392956368
2023-06-01,PC20,1000,400000,395.1906964818831,1172.9361460555813,463533.45,17.86556667266689,8.919547786415738
2023-06-01,PC20,2000,400000,215.55856171739075,1172.9361460555813,252836.43,9.744854548727393,4.865207883499492
2023-06-01,PC20,3000,400000,107.77928085869537,1172.9361460555813,126418.21,4.872427274363696,2.432603941749746
2023-06-01,PC40,1000,400200,166.3328762121708,2178.4643709243014,362350.24,4.944174652009588,4.753074357872101
2023-06-01,PC40,2000,400200,90.72702338845679,2178.4643709243014,197645.59,2.696822537459775,2.5925860133847816
2023-06-01,PC40,3000,400200,45.36351169422839,2178.4643709243014,98822.79,1.3484112687298875,1.2962930066923908
2023-06-01,PC30,1000,400100,,,141853.18,,
2023-06-01,PC30,2000,400100,,,77374.46,,
2023-06-01,PC30,3000,400100,,,38687.23,,
2023-07-01,PC10,1000,400000,783.7695353071748,869.0780995332218,681156.94,23.1033962749324,13.547752702304301
2023-07-01,PC10,2000,400000,427.51065562209527,869.0780995332218,371540.15,12.60185251359949,7.389683292165982
2023-07-01,PC10,3000,400000,213.75532781104764,869.0780995332218,185770.07,6.300926256799745,3.694841646082991
2023-07-01,PC20,1000,400000,396.0976898533094,1188.345524499288,470700.92,9.774115238048381,8.867121866622094
2023-07-01,PC20,2000,400000,216.05328537453238,1188.345524499288,256745.95,5.331335584390025,4.8366119272484145
2023-07-01,PC20,3000,400000,108.02664268726619,1188.345524499288,128372.98,2.6656677921950127,2.4183059636242072
2023-07-01,PC40,1000,400200,165.19545759568152,2185.3697024700796,361013.15,4.603709979635469,5.741128596124741
2023-07-01,PC40,2000,400200,90.1066132340081,2185.3697024700796,196916.26,2.5111145343466195,3.131524688795313
2023-07-01,PC40,3000,400200,45.05330661700405,2185.3697024700796,98458.13,1.2555572671733097,1.5657623443976565
2023-07-01,PC30,1000,400100,,,115558.07,,
2023-07-01,PC30,2000,400100,,,63031.67,,
2023-07-01,PC30,3000,400100,,,31515.84,,
2023-08-01,PC10,1000,400000,794.0872239901809,872.3675981754538,692735.96,27.680299071993314,17.36261038898723
2023-08-01,PC10,2000,400000,433.1384858128259,872.3675981754538,377855.98,15.098344948359987,9.470514757629395
2023-08-01,PC10,3000,400000,216.56924290641294,872.3675981754538,188927.99,7.5491724741799935,4.735257378814698
2023-08-01,PC20,1000,400000,408.715953221363,1200.1474770976788,490519.42,17.427192213916427,4.808928845862792
2023-08-01,PC20,2000,400000,222.93597448437978,1200.1474770976788,267556.05,9.505741207590777,2.623052097743341
2023-08-01,PC20,3000,400000,111.46798724218989,1200.1474770976788,133778.02,4.7528706037953885,1.3115260488716705
2023-08-01,PC40,1000,400200,165.2230464177479,2188.758259498044,361633.31,4.76117659755579,4.733587775489379
2023-08-01,PC40,2000,400200,90.12166168240793,2188.758259498044,197254.53,2.5970054168486123,2.5819569684487518
2023-08-01,PC40,3000,400200,45.060830841203966,2188.758259498044,98627.27,1.2985027084243062,1.2909784842243759
2023-08-01,PC30,1000,400100,,,94881.07,,
2023-08-01,PC30,2000,400100,,,51753.31,,
2023-08-01,PC30,3000,400100,,,25876.65,,
2023-09-01,PC10,1000,400000,809.5943784965602,883.5926698371695,715351.66,30.56638657072475,15.0592320643454
2023-09-01,PC10,2000,400000,441.59693372539647,883.5926698371695,390191.81,16.67257449312259,8.214126580552035
2023-09-01,PC10,3000,400000,220.79846686269823,883.5926698371695,195095.91,8.336287246561294,4.107063290276018
2023-09-01,PC20,1000,400000,416.2663218126208,1202.5351197833234,500574.87,14.733354954945451,7.18298636368767
2023-09-01,PC20,2000,400000,227.0543573523386,1202.5351197833234,273040.84,8.036375429970246,3.917992562011456
2023-09-01,PC20,3000,400000,113.5271786761693,1202.5351197833234,136520.42,4.018187714985123,1.958996281005728
2023-09-01,PC40,1000,400200,166.70317545241016,2183.9899156282513,364078.05,6.681248096525054,5.2011190618627845
2023-09-01,PC40,2000,400200,90.92900479222371,2183.9899156282513,198588.03,3.6443171435591197,2.8369740337433367
2023-09-01,PC40,3000,400200,45.464502396111854,2183.9899156282513,99294.01,1.8221585717795599,1.4184870168716683
2023-09-01,PC30,1000,400100,,,143113.35,,
2023-09-01,PC30,2000,400100,,,78061.83,,
2023-09-01,PC30,3000,400100,,,39030.91,,
2023-10-01,PC10,1000,400000,826.7079011842677,883.405066710999,730317.95,33.80358725620009,16.690064568492645
2023-10-01,PC10,2000,400000,450.93158246414595,883.405066710999,398355.24,18.438320321563683,9.103671582814169
2023-10-01,PC10,3000,400000,225.46579123207297,883.405066710999,199177.62,9.219160160781842,4.551835791407084
2023-10-01,PC20,1000,400000,424.4623801619706,1197.9882266414993,508500.93,16.031720529630988,7.8356621802812265
2023-10-01,PC20,2000,400000,231.5249346338021,1197.9882266414993,277364.15,8.744574834344174,4.273997552880669
2023-10-01,PC20,3000,400000,115.76246731690105,1197.9882266414993,138682.07,4.372287417172087,2.1369987764403344
2023-10-01,PC40,1000,400200,167.84940492034735,2186.240911970326,366959.24,6.34315907429393,5.1969296063567185
2023-10-01,PC40,2000,400200,91.55422086564401,2186.240911970326,200159.58,3.4599049496148706,2.834688876194573
2023-10-01,PC40,3000,400200,45.777110432822006,2186.240911970326,100079.79,1.7299524748074353,1.4173444380972866
2023-10-01,PC30,1000,400100,,,131910.91,,
2023-10-01,PC30,2000,400100,,,71951.41,,
2023-10-01,PC30,3000,400100,,,35975.7,,
2023-11-01,PC10,1000,400000,838.3343924646874,885.1221525358319,742028.34,25.5683063095355,13.941815029115729
2023-11-01,PC10,2000,400000,457.2733049807386,885.1221525358319,404742.73,13.94634889611027,7.604626379517669
2023-11-01,PC10,3000,400000,228.6366524903693,885.1221525358319,202371.37,6.973174448055135,3.8023131897588347
2023-11-01,PC20,1000,400000,430.8945991196285,1206.882456791276,520039.13,14.716087409717677,8.283868452059798
2023-11-01,PC20,2000,400000,235.03341770161552,1206.882456791276,283657.71,8.026956768936913,4.518473701123526
2023-11-01,PC20,3000,400000,117.51670885080776,1206.882456791276,141828.85,4.013478384468456,2.259236850561763
2023-11-01,PC40,1000,400200,170.5993842959528,2191.8055560888483,373920.68,7.917324042198426,5.167344666592959
2023-11-01,PC40,2000,400200,93.05420961597424,2191.8055560888483,203956.73,4.3185403866536864,2.8185516363234324
2023-11-01,PC40,3000,400200,46.52710480798712,2191.8055560888483,101978.37,2.1592701933268432,1.4092758181617162
2023-11-01,PC30,1000,400100,,,137418.09,,
2023-11-01,PC30,2000,400100,,,74955.32,,
2023-11-01,PC30,3000,400100,,,37477.66,,
2023-12-01,PC10,1000,400000,850.6691783659197,888.9825077043994,756230.02,27.36479073269672,15.030004831464543
2023-12-01,PC10,2000,400000,464.0013700177743,888.9825077043994,412489.1,14.926249490561844,8.198184453526114
2023-12-01,PC10,3000,400000,232.00068500888716,888.9825077043994,206244.55,7.463124745280922,4.099092226763057
2023-12-01,PC20,1000,400000,448.603476175462,1215.100462259359,545098.29,26.078107135809216,8.36923007997569
2023-12-01,PC20,2000,400000,244.6928051866156,1215.100462259359,297326.34,14.224422074077752,4.565034589077649
2023-12-01,PC20,3000,400000,122.3464025933078,1215.100462259359,148663.17,7.112211037038876,2.2825172945388243
2023-12-01,PC40,1000,400200,173.21922900652746,2209.0264340118115,382645.86,6.84063534799181,4.220790637417159
2023-12-01,PC40,2000,400200,94.48321582174225,2209.0264340118115,208715.92,3.7312556443591687,2.3022494385911774
2023-12-01,PC40,3000,400200,47.241607910871124,2209.0264340118115,104357.96,1.8656278221795843,1.1511247192955887
2023-12-01,PC30,1000,400100,,,157823.79,,
2023-12-01,PC30,2000,400100,,,86085.7,,
2023-12-01,PC30,3000,400100,,,43042.85,,
2024-01-01,PC10,1000,400000,868.9779893802461,900.0207953611937,782098.26,31.532168951649393,13.22335793732296
2024-01-01,PC10,2000,400000,473.98799420740687,900.0207953611937,426599.05,17.19936488271785,7.212740693085251
2024-01-01,PC10,3000,400000,236.99399710370344,900.0207953611937,213299.53,8.599682441358924,3.6063703465426253
2024-01-01,PC20,1000,400000,448.81567710900146,1237.1457064315375,555250.39,9.974068853939798,9.76186792040033
2024-01-01,PC20,2000,400000,244.8085511503644,1237.1457064315375,302863.85,5.4404011930580705,5.32465522930927
2024-01-01,PC20,3000,400000,122.4042755751822,1237.1457064315375,151431.92,2.7202005965290352,2.662327614654635
2024-01-01,PC40,1000,400200,172.433442626947,2212.556255443807,381518.69,3.9693690381206186,4.755155417701098
2024-01-01,PC40,2000,400200,94.0546050692438,2212.556255443807,208101.1,2.165110384429428,2.5937211369278717
2024-01-01,PC40,3000,400200,47.0273025346219,2212.556255443807,104050.55,1.082555192214714,1.2968605684639358
2024-01-01,PC30,1000,400100,,,137008.51,,
2024-01-01,PC30,2000,400100,,,74731.92,,
2024-01-01,PC30,3000,400100,,,37365.96,,
2024-02-01,PC10,1000,400000,874.9821579560657,897.8843059425809,785632.75,21.80663761784491,15.802469042025178
2024-02-01,PC10,2000,400000,477.2629952487631,897.8843059425809,428526.95,11.894529609733585,8.619528568377369
2024-02-01,PC10,3000,400000,238.63149762438155,897.8843059425809,214263.48,5.947264804866792,4.3097642841886845
2024-02-01,PC20,1000,400000,457.7901178152563,1254.8364031302028,574451.7,16.712798217720724,7.73835751146582
2024-02-01,PC20,2000,400000,249.7037006265034,1254.8364031302028,313337.29,9.116071755120394,4.220922278981355
2024-02-01,PC20,3000,400000,124.8518503132517,1254.8364031302028,156668.65,4.558035877560197,2.1104611394906776
2024-02-01,PC40,1000,400200,172.2349223806222,2225.5685273484655,383320.62,4.724579240587126,4.923099486911916
2024-02-01,PC40,2000,400200,93.9463212985212,2225.5685273484655,209083.98,2.577043222138432,2.6853269928610444
2024-02-01,PC40,3000,400200,46.9731606492606,2225.5685273484655,104541.99,1.288521611069216,1.3426634964305222
2024-02-01,PC30,1000,400100,,,124498.1,,
2024-02-01,PC30,2000,400100,,,67908.05,,
2024-02-01,PC30,3000,400100,,,33954.03,,
2024-03-01,PC10,1000,400000,887.6329366694496,892.8158393560811,792492.75,31.48851934391949,18.837740630535603
2024-03-01,PC10,2000,400000,484.1634200015179,892.8158393560811,432268.77,17.175556005774265,10.275131253019419
2024-03-01,PC10,3000,400000,242.08171000075896,892.8158393560811,216134.39,8.587778002887132,5.137565626509709
2024-03-01,PC20,1000,400000,464.18920518981133,1266.9969439476895,588126.3,15.91180505585155,9.512717681296559
2024-03-01,PC20,2000,400000,253.19411192171523,1266.9969439476895,320796.17,8.679166394100845,5.188755098889032
2024-03-01,PC20,3000,400000,126.59705596085762,1266.9969439476895,160398.08,4.339583197050422,2.594377549444516
2024-03-01,PC40,1000,400200,172.3667228456112,2234.763796205126,385198.91,4.275418796230699,4.143618331241694
2024-03-01,PC40,2000,400200,94.01821246124247,2234.763796205126,210108.5,2.3320466161258357,2.26015545340456
2024-03-01,PC40,3000,400200,47.009106230621235,2234.763796205126,105054.25,1.1660233080629179,1.13007772670228
2024-03-01,PC30,1000,400100,,,158018.44,,
2024-03-01,PC30,2000,400100,,,86191.87,,
2024-03-01,PC30,3000,400100,,,43095.94,,
2024-04-01,PC10,1000,400000,903.9516765072136,892.7442816580316,806997.69,33.1264335701333,16.807693732369206
2024-04-01,PC10,2000,400000,493.0645508221165,892.7442816580316,440180.56,18.068963765527254,9.167832944928657
2024-04-01,PC10,3000,400000,246.53227541105824,892.7442816580316,220090.28,9.034481882763627,4.583916472464328
2024-04-01,PC20,1000,400000,471.31110509921484,1267.901442286163,597576.03,16.813807248530303,9.691907339126809
2024-04-01,PC20,2000,400000,257.0787845995717,1267.901442286163,325950.56,9.171167590107437,5.286494912250986
2024-04-01,PC20,3000,400000,128.53939229978585,1267.901442286163,162975.28,4.585583795053719,2.643247456125493
2024-04-01,PC40,1000,400200,174.4503093013835,2221.0248684462845,387458.48,7.622116766033309,5.538530310261015
2024-04-01,PC40,2000,400200,95.15471416439098,2221.0248684462845,211340.99,4.157518236018168,3.021016532869644
2024-04-01,PC40,3000,400200,47.57735708219549,2221.0248684462845,105670.49,2.078759118009084,1.510508266434822
2024-04-01,PC30,1000,400100,,,168335.78,,
2024-04-01,PC30,2000,400100,,,91819.52,,
2024-04-01,PC30,3000,400100,,,45909.76,,
2024-05-01,PC10,1000,400000,910.7023912285099,902.5212362521426,821928.25,24.942858305612237,18.19214358431606
2024-05-01,PC10,2000,400000,496.7467588519144,902.5212362521426,448324.5,13.605195439424856,9.92298740962694
2024-05-01,PC10,3000,400000,248.3733794259572,902.5212362521426,224162.25,6.802597719712428,4.96149370481347
2024-05-01,PC20,1000,400000,473.64780200645856,1277.3811426932598,605028.77,13.12506861352906,10.788371706285334
2024-05-01,PC20,2000,400000,258.35334654897736,1277.3811426932598,330015.69,7.159128334652213,5.884566385246545
2024-05-01,PC20,3000,400000,129.17667327448868,1277.3811426932598,165007.85,3.5795641673261067,2.9422831926232726
2024-05-01,PC40,1000,400200,174.0416070294655,2219.9758146663494,386368.16,6.3138395583945455,6.72254183031254
2024-05-01,PC40,2000,400200,94.9317856524357,2219.9758146663494,210746.27,3.4439124863970245,3.6668409983522943
2024-05-01,PC40,3000,400200,47.46589282621785,2219.9758146663494,105373.13,1.7219562431985123,1.8334204991761471
2024-05-01,PC30,1000,400100,,,140832.04,,
2024-05-01,PC30,2000,400100,,,76817.47,,
2024-05-01,PC30,3000,400100,,,38408.74,,
2024-06-01,PC10,1000,400000,923.2348351358141,905.7138056165657,836186.54,26.91909393068903,14.386650023384716
2024-06-01,PC10,2000,400000,503.58263734680764,905.7138056165657,456101.75,14.683142144012196,7.847263649118935
2024-06-01,PC10,3000,400000,251.79131867340382,905.7138056165657,228050.87,7.341571072006098,3.9236318245594677
2024-06-01,PC20,1000,400000,480.8973572737069,1290.1078181099483,620409.44,17.11567327419174,9.866118006943392
2024-06-01,PC20,2000,400000,262.30764942202194,1290.1078181099483,338405.15,9.335821785922766,5.381518912878214
2024-06-01,PC20,3000,400000,131.15382471101097,1290.1078181099483,169202.57,4.667910892961383,2.690759456439107
2024-06-01,PC40,1000,400200,173.46984136156817,2218.6705998671687,384872.44,5.787871872959128,6.359637540856443
2024-06-01,PC40,2000,400200,94.61991346994627,2218.6705998671687,209930.42,3.1570210216140695,3.468893204103514
2024-06-01,PC40,3000,400200,47.309956734973134,2218.6705998671687,104965.21,1.5785105108070348,1.734446602051757
2024-06-01,PC30,1000,400100,,,219658.37,,
2024-06-01,PC30,2000,400100,,,119813.66,,
2024-06-01,PC30,3000,400100,,,59906.83,,
2024-07-01,PC10,1000,400000,937.8725326432151,903.5171281200809,847383.9,29.11925870858046,14.481561201179463
2024-07-01,PC10,2000,400000,511.56683598720815,903.5171281200809,462209.4,15.883232022862067,7.899033382461525
2024-07-01,PC10,3000,400000,255.78341799360408,903.5171281200809,231104.7,7.941616011431034,3.9495166912307624
2024-07-01,PC20,1000,400000,486.0292116520236,1302.0851829178735,632851.43,14.42741353505411,9.295559156737468
2024-07-01,PC20,2000,400000,265.10684271928557,1302.0851829178735,345191.69,7.869498291847696,5.070304994584073
2024-07-01,PC20,3000,400000,132.55342135964278,1302.0851829178735,172595.85,3.934749145923848,2.5351524972920365
2024-07-01,PC40,1000,400200,173.466102658712,2209.616732508452,383293.6,5.14350524832781,5.14724395118399
2024-07-01,PC40,2000,400200,94.61787417747927,2209.616732508452,209069.24,2.805548317269714,2.8075876097367214
2024-07-01,PC40,3000,400200,47.30893708873963,2209.616732508452,104534.62,1.402774158634857,1.4037938048683607
2024-07-01,PC30,1000,400100,,,129190.93,,
2024-07-01,PC30,2000,400100,,,70467.78,,
2024-07-01,PC30,3000,400100,,,35233.89,,
2024-08-01,PC10,1000,400000,942.1034322949334,908.2918208216312,855704.84,23.281226085995073,19.050326434276702
2024-08-01,PC10,2000,400000,513.8745994336,908.2918208216312,466748.1,12.698850592360946,10.391087145969108
2024-08-01,PC10,3000,400000,256.9372997168,908.2918208216312,233374.05,6.349425296180473,5.195543572984554
2024-08-01,PC20,1000,400000,485.69292655779964,1311.6059051376567,637037.71,9.636812105410371,9.973097199634324
2024-08-01,PC20,2000,400000,264.9234144860725,1311.6059051376567,347475.11,5.256442966587474,5.43987119980054
2024-08-01,PC20,3000,400000,132.46170724303624,1311.6059051376567,173737.56,2.628221483293737,2.71993559990027
2024-08-01,PC40,1000,400200,171.94210328957027,2212.5980629904975,380438.76,3.7999811381608786,5.3239805073026165
2024-08-01,PC40,2000,400200,93.78660179431104,2212.5980629904975,207512.05,2.072716984451388,2.9039893676196087
2024-08-01,PC40,3000,400200,46.89330089715552,2212.5980629904975,103756.03,1.036358492225694,1.4519946838098043
2024-08-01,PC30,1000,400100,,,138609.27,,
2024-08-01,PC30,2000,400100,,,75605.06,,
2024-08-01,PC30,3000,400100,,,37802.53,,
2024-09-01,PC10,1000,400000,957.4297667176336,917.8273476191586,878755.22,33.71065217709641,18.384317754396186
2024-09-01,PC10,2000,400000,522.2344182096183,917.8273476191586,479321.03,18.387628460234403,10.0278096842161
2024-09-01,PC10,3000,400000,261.11720910480915,917.8273476191586,239660.52,9.193814230117201,5.01390484210805
2024-09-01,PC20,1000,400000,497.0775801163407,1310.783593501313,651561.14,19.091139288240754,7.706485729699653
2024-09-01,PC20,2000,400000,271.133225518004,1310.783593501313,355396.98,10.413348702676773,4.2035376707452645
2024-09-01,PC20,3000,400000,135.566612759002,1310.783593501313,177698.49,5.206674351338386,2.1017688353726323
2024-09-01,PC40,1000,400200,172.67118863873756,2221.648222131899,383614.64,6.2848849145365735,5.555799565369256
2024-09-01,PC40,2000,400200,94.18428471203866,2221.648222131899,209244.35,3.428119044292676,3.030436126565048
2024-09-01,PC40,3000,400200,47.09214235601933,2221.648222131899,104622.17,1.714059522146338,1.515218063282524
2024-09-01,PC30,1000,400100,,,256773.27,,
2024-09-01,PC30,2000,400100,,,140058.15,,
2024-09-01,PC30,3000,400100,,,70029.07,,
2024-10-01,PC10,1000,400000,973.6440240133196,926.7523104589011,902326.85,36.3834988307243,20.169241535038218
2024-10-01,PC10,2000,400000,531.0785585527198,926.7523104589011,492178.28,19.845544816758707,11.001404473657209
2024-10-01,PC10,3000,400000,265.5392792763599,926.7523104589011,246089.14,9.922772408379354,5.500702236828604
2024-10-01,PC20,1000,400000,506.3518248822664,1323.3065778819896,670058.7,18.745656548619678,9.471411782694025
2024-10-01,PC20,2000,400000,276.1919044812362,1323.3065778819896,365486.56,10.224903571974368,5.166224608742195
2024-10-01,PC20,3000,400000,138.0959522406181,1323.3065778819896,182743.28,5.112451785987184,2.5831123043710975
2024-10-01,PC40,1000,400200,172.95996889361228,2217.4000279752977,383521.44,5.284903037607804,4.996122782733075
2024-10-01,PC40,2000,400200,94.34180121469761,2217.4000279752977,209193.51,2.882674384149711,2.725157881490768
2024-10-01,PC40,3000,400200,47.170900607348806,2217.4000279752977,104596.76,1.4413371920748554,1.362578940745384
2024-10-01,PC30,1000,400100,,,174893.48,,
2024-10-01,PC30,2000,400100,,,95396.44,,
2024-10-01,PC30,3000,400100,,,47698.22,,
2024-11-01,PC10,1000,400000,1006.9054867858579,934.2752790027699,940726.9,45.87831589553727,12.616853122999157
2024-11-01,PC10,2000,400000,549.2211746104679,934.2752790027699,513123.77,25.024535943020325,6.881919885272266
2024-11-01,PC10,3000,400000,274.61058730523393,934.2752790027699,256561.88,12.512267971510163,3.440959942636133
2024-11-01,PC20,1000,400000,509.411230674071,1338.569203699132,681882.19,12.46955160506229,9.41014581325761
2024-11-01,PC20,2000,400000,277.86067127676597,1338.569203699132,371935.74,6.8015736027612475,5.1328068072314235
2024-11-01,PC20,3000,400000,138.93033563838299,1338.569203699132,185967.87,3.4007868013806237,2.5664034036157117
2024-11-01,PC40,1000,400200,174.723637210405,2210.1007412137296,386156.84,6.1136372189045085,4.349968902111792
2024-11-01,PC40,2000,400200,95.30380211476636,2210.1007412137296,210631.0,3.3347112103115495,2.3727103102427956
2024-11-01,PC40,3000,400200,47.65190105738318,2210.1007412137296,105315.5,1.6673556051557747,1.1863551551213978
2024-11-01,PC30,1000,400100,,,195027.82,,
2024-11-01,PC30,2000,400100,,,106378.81,,
2024-11-01,PC30,3000,400100,,,53189.41,,
2024-12-01,PC10,1000,400000,1022.0283676919302,938.2678399794257,958936.35,33.83565369030019,18.712772784227894
2024-12-01,PC10,2000,400000,557.4700187410527,938.2678399794257,523056.19,18.4558111038001,10.206966973215213
2024-12-01,PC10,3000,400000,278.73500937052637,938.2678399794257,261528.1,9.22790555190005,5.103483486607606
2024-12-01,PC20,1000,400000,513.3903223059075,1350.3533166031114,693258.32,17.443763836436677,13.464672204600262
2024-12-01,PC20,2000,400000,280.0310848941313,1350.3533166031114,378140.9,9.514780274420003,7.344366657054688
2024-12-01,PC20,3000,400000,140.01554244706566,1350.3533166031114,189070.45,4.757390137210002,3.672183328527344
2024-12-01,PC40,1000,400200,174.20543604107644,2203.535153417084,383867.8,4.87010883920897,5.388310008537546
2024-12-01,PC40,2000,400200,95.02114693149623,2203.535153417084,209382.44,2.656423003204892,2.939078186475025
2024-12-01,PC40,3000,400200,47.51057346574812,2203.535153417084,104691.22,1.328211501602446,1.4695390932375125
2024-12-01,PC30,1000,400100,,,202867.2,,
2024-12-01,PC30,2000,400100,,,110654.84,,
2024-12-01,PC30,3000,400100,,,55327.42,,
2025-01-01,PC10,1000,400000,1026.8581941772748,944.8637912801398,970241.13,22.909724579233945,18.079898093889312
2025-01-01,PC10,2000,400000,560.1044695512408,944.8637912801398,529222.43,12.496213406854878,9.861762596666898
2025-01-01,PC10,3000,400000,280.0522347756204,944.8637912801398,264611.22,6.248106703427439,4.930881298333449
